Stop Code,Stop Name_x,Latitude,Longitude,Status,FID,ASSETID,stop_lat,stop_lon,stop_name,Stop_Site,Street_Nam,AADT,AvgWeekday,AvgWeekd_1,Bus_Loadin,Concrete_R,County,Edge_of_Pa,Is_Active_,Is_Active1,Is_Activ_1,Is_Activ_2,Is_Activ_3,Agency,MicroTrans,Shared_Rou,Shelter_QT,Shelter_Ty,ShelterCol,Signal_Typ,Timepoint,ADA,Area_Light,BenchColor,Bike_Lane_,Bike_Parki,Bike_Par_1,Bus_Stop_L,Real_Time_,Seating_QT,Seating_Ty,Site_Shade,Trash_Can_,Waiting_Ar,Crosswalk_,Crosswalk1,Crosswal_1,Landing_Lo,Landing_Ma,Landing_Pa,Landing_Ty,Sidewalk_C,Sidewalk_1,Sidewalk_2,Sidewalk_O,Sidewalk_T,STATUS,LIFECYCLES,ENCROACHME,IMPROVEMEN,DOCUMENTFO,bus_stop_visible_2026,visibility_confidence_2026,stop_surface_2026,landing_type_2026,sidewalk_connection_2026,landing_pad,shelter_n_2026,bench_n_2026,trash_can_n_2026,street_lighting_2026,notes_2026,Stop Name_y,Avg Daily Total On,Avg Daily Total Off,Avg Daily Total Activity,Complaints_n_2026,ridership_score,complaint_score,amenity_score,condition_score,roadway_score,context_score,cleaning_priority_score,recommended_tier,recommended_frequency,recommended_cleaning_level,review_flag,abc_comparison
5797,Mineral Springs Rd at Sapphire St,35.98772,-78.81872,Active,1084.0,STOP10401,35.98772,-78.81872,   Mineral Springs Rd at Sapphire St,Midblock,Mineral Springs,9000.0,6.0,5.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is clearly visible on the grass shoulder. There is no sidewalk or paved landing pad present at this location.,Mineral Springs Rd at Sapphire St,3.1,2.1,5.2,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5798,Durham-Chapel Hill Blvd at Garrett Rd,35.961312,-78.977905,Active,387.0,STOP10402,35.961312,-78.977905,   Durham-Chapel Hill Blvd at Garrett Rd,Far_Side,Durham-Chapel Hill Blvd,49500.0,26.0,13.0,Shoulder,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,10,0.0,, ,Traffic_Ped_Crossing, ,,Poor, , ,0.0,,Pole,No,0.0,,,,Poor,Poor,Within_100_FT,Marked,Below_Grade,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop is marked by a GoTriangle sign on a grassy shoulder. There is no paved landing pad, sidewalk, or other amenities present.",Durham-Chapel Hill Blvd at Garrett Rd,15.3,27.7,43.1,1.0,3,2,0,4,2,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5801,Broad St at Markham Ave (SB),36.010453,-78.919662,Active,149.0,STOP10403,36.010453,-78.919662,   Broad St at Markham Ave (SB),Near_Side,Broad,12500.0,7.0,18.0,Bus_Lane,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"11, 11B",0.0,, ,Traffic_Ped_Crossing,GoDurham Timepoint,No_SidewalkAbuts,Fair, , ,0.0,,,No,0.0,,,,Good,Good,Within_100_FT,Marked,Curb_Ramp,Concrete,Other,Paved,Fair,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Broad St at Markham Ave (SB),38.2,22.5,60.8,,3,0,0,0,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5802,Broad St at F St (NB),36.01887,-78.91898,Active,143.0,STOP10404,36.01887,-78.91898,   Broad St at F St (NB),Near_Side,Broad,11000.0,10.0,2.0,Bus_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,The bus stop sign is visible on a metal post in the grass strip between the sidewalk and the curb. A 'BUS' road marking is also visible on the street surface in the right view.,Broad St at F St (NB),2.7,12.2,14.9,,2,0,0,3,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5803,Milton Rd at Fire Department,36.088965,-78.913505,Active,1079.0,STOP10405,36.088965,-78.913505,   Milton Rd at Fire Department,Midblock,Milton,6500.0,5.0,2.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9B,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Level_with_Roadway,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,One,,,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop sign is mounted on a metal post and is partially obscured by overgrown trees and bushes on the grass shoulder. There is no sidewalk, curb, or paved landing area at this location.",Milton Rd at Fire Department,4.0,20.4,24.4,,2,0,0,4,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5806,Murray Ave at Broad St,36.028818,-78.912794,Active,1117.0,STOP10407,36.028818,-78.912794,   Murray Ave at Broad St,Far_Side,Murray,13500.0,31.0,21.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Murray Ave at Broad St,29.9,25.9,55.7,,3,0,0,1,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5811,Service Rd at Davidson Ave (SB),36.01797,-78.88757,Active,1506.0,STOP10861,36.01797,-78.88757,   Service Rd at Davidson Ave (SB),Off_Street,Service,0.0,1.0,4.0,Shopping_Center,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"9, 9A, 9B",0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,,Concrete,,,,,Curb_Height,Dirt,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Service Rd at Davidson Ave (SB),37.7,32.9,70.5,,4,0,0,2,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5816,Fayetteville St at Dunstan St,35.978925,-78.900163,Active,597.0,STOP10408,35.978925,-78.900163,   Fayetteville St at Dunstan St,Near_Side,Fayetteville,12500.0,19.0,9.0,Traffic_Lane,No,Durham,Other,Yes, ,No, , ,GoDurham, ,5,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Fayetteville St at Dunstan St,16.6,16.7,33.3,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5818,Holloway St at Hoover Rd (EB),35.990247,-78.858971,Active,867.0,STOP10409,35.99024737,-78.85897127,   Holloway St at Hoover Rd (EB),Far_Side,Holloway,25000.0,25.0,10.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,0.0,, ,Traffic_Ped_Crossing, ,Yes_Two_Doors,Poor,Black, ,0.0,,Pole,No,4.0,Bench_Permanent,,Metal,Poor,Poor,Within_Sight,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,0.0,1.0,1.0,Yes,"The bus stop is clearly visible next to the sidewalk, equipped with a bus stop sign, one bench, and one trash can.",Holloway St at Hoover Rd (EB),24.1,40.3,64.3,,3,0,4,0,2,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5819,E Main St at Dillard St (WB),35.991892,-78.895096,Active,502.0,STOP10410,35.99189208,-78.89509552,   E Main St at Dillard St (WB),Near_Side,E Main,4900.0,41.0,29.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"2, 12, 12B",1.0,Current,Black,Traffic_Ped_Crossing, ,Yes_Sidewalk,Good,Black, ,0.0,,Shelter,Yes,3.0,Bench_Permanent,,Metal,Good,Good,Within_Sight,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,E Main St at Dillard St (WB),29.4,39.7,69.1,,4,0,4,0,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5820,Cornwallis Rd at Century Oaks Dr (SB),35.94093,-78.89815,Active,270.0,STOP10411,35.94093,-78.89815,   Cornwallis Rd at Century Oaks Dr (SB),Midblock,Cornwallis,6200.0,8.0,2.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,,Good, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post on the grass shoulder on the southbound side of Cornwallis Road. There is a street light on the utility pole directly across the street.,Cornwallis Rd at Century Oaks Dr (SB),1.3,5.3,6.5,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5821,Holloway St at Briggs Ave,35.993719,-78.873674,Active,851.0,STOP10412,35.9937185,-78.87367357,   Holloway St at Briggs Ave,Far_Side,Holloway,7500.0,7.0,1.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,"3, 3B, 3C",0.0,, ,, ,No_SidewalkAbuts,Poor, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,"The bus stop sign is mounted on a metal post next to a large tree. A concrete sidewalk runs behind the tree and sign, separated from the curb by a dirt and grass strip.",Holloway St at Briggs Ave,5.6,17.2,22.8,,2,0,0,1,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
5822,NC 55 at NC 54 (NB),35.902988,-78.895181,Active,1211.0,STOP10413,35.90298806,-78.89518126,NC 55 at NC 54 (NB),Far_Side,NC 55,31500.0,11.0,37.0,Shoulder,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,"12, 12B",1.0,Techline,Black,Traffic_Ped_Crossing, ,Yes_Single_Door,Fair,Black, ,0.0,,Shelter,No,3.0,Bench_Permanent,,Concrete,Poor,Poor,Within_100_FT,Marked,Level_with_Roadway,Concrete,Yes_Single_Door,Paved,Fair,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,NC 55 at NC 54 (NB),81.4,23.8,105.2,,4,0,4,0,2,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5823,University Dr at Academy Rd (WB),35.96737,-78.94497,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University Dr at Academy Rd (WB),3.3,6.4,9.8,,1,0,0,0,0,2,3,Low,Monthly,Basic,,Needs current A/B/C category
5824,Lawson St at Concord St (EB),35.976343,-78.903071,Active,964.0,STOP10719,35.976343,-78.903071,   Lawson St at Concord St (EB),Near_Side,Lawson,8600.0,4.0,4.0,Traffic_Lane,No,Durham,Other,Yes, ,No, , ,GoDurham, ,"7, 8",1.0,Techline,Black,,GoDurham Timepoint,No_SingleDoor,Fair,Black, ,0.0,,Shelter,No,3.0,Bench_Permanent,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop features a standard shelter with an integrated bench and an adjacent trash can, all situated on a paved concrete sidewalk.",Lawson St at Concord St (EB),5.0,7.4,12.4,,1,0,7,0,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5826,Roxboro Rd at Ellerbee St (SB),36.021653,-78.89006,Active,1426.0,STOP10415,36.021653,-78.89006,   Roxboro Rd at Ellerbee St (SB),Near_Side,Roxboro,26500.0,2.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,,No,0.0,,Trees_Fair,,,,Within_100_FT,Unmarked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Mud,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop sign is located behind the wooden retaining wall in the grass/dirt area near the intersection of Roxboro Rd and Ellerbee St.,Roxboro Rd at Ellerbee St (SB),0.9,1.9,2.8,,1,0,0,4,2,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5827,Angier Ave at Hoover Rd (EB),35.9782719,-78.8709516,Active,35.0,STOP10416,35.978289,-78.870944,   Angier Ave at Hoover Rd (EB),Near_Side,Angier Ave,6000.0,22.0,6.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,No_SidewalkAbuts,Poor, , ,0.0,,Pole,No,0.0,,,Concrete,,,,,Curb_Ramp,Concrete,Other,Paved,Good,One,One,,Concrete, ,, , , ,Yes,0.8,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is visible on a metal post next to the utility pole in the center view. The boarding area is unpaved grass/gravel with no sidewalk connection or landing pad.,Angier Ave at Hoover Rd (EB),6.0,19.4,25.4,,2,0,0,4,0,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5828,Angier Rd at Hoover Rd (WB),35.9783595,-78.8708022,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,"Bus stop sign is mounted on the wooden utility pole. The boarding area is unpaved dirt and grass, separated from the sidewalk by a wooden fence and unpaved ground.",Angier Rd at Hoover Rd (WB),6.9,2.2,9.2,,1,0,0,3,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5829,Fayetteville St at Pilot St (SB),35.963923,-78.90724,Active,610.0,STOP10417,35.963923,-78.90724,   Fayetteville St at Pilot St (SB),Near_Side,Fayetteville,13000.0,127.0,42.0,Other,No,Durham,Other,Yes, ,No, , ,GoDurham, ,5,1.0,Techline,Black,"Ped_Only (RRFB, HAWK, Conventional_Ped_Signal)", ,No_SidewalkWithStrip,Fair,Black, ,0.0,,Shelter,No,3.0,Bench_Permanent,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,1.0,1.0,1.0,Yes,"The bus stop features a shelter with an integrated bench and a concrete trash can nearby. The shelter is situated on a concrete pad connected to a sidewalk, but there is a grass/dirt strip separating the sidewalk from the curb, meaning there is no direct paved connection to the boarding edge.",Fayetteville St at Pilot St (SB),43.7,151.8,195.4,1.0,4,2,7,2,0,0,15,High,Weekly,Enhanced,,Needs current A/B/C category
5832,Dearborn Dr at Apollo St (SB),36.036887,-78.869816,Active,299.0,STOP10830,36.036887,-78.869816,   Dearborn Dr at Apollo St (SB),Far_Side,Dearborn,9700.0,0.0,0.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,Fair, , ,0.0,,,No,0.0,,,,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Dearborn Dr at Apollo St (SB),0.0,0.0,0.0,,0,0,0,2,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
5833,Dearborn Dr at Usher St (Lakeview School),36.0382592,-78.8777951,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,Yes,The bus stop is marked by a vertical 'BUS STOP' sign on a metal post in the grass. There is a street light mounted on the utility pole directly behind the sign. No sidewalk or paved landing pad is present.,Dearborn Dr at Usher St (Lakeview School,7.8,4.0,11.8,,1,0,0,4,0,2,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5836,Dearborn Dr at Maplewood Dr (south),36.03323,-78.86943,Active,306.0,STOP10784,36.03322982,-78.86943043,   Dearborn Dr at Maplewood Dr (south),Near_Side,Dearborn,9700.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,,, , ,0.0,,Pole,No,0.0,,,Concrete,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,"The bus stop is marked by a sign on a metal post in a grassy area. There is no sidewalk, landing pad, shelter, bench, or trash can present at this location.",Dearborn Dr at Maplewood Dr (south),2.4,6.5,8.9,,1,0,0,4,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5837,Roxboro Rd at Infinity Rd,36.07848,-78.91027,Active,1434.0,STOP10418,36.07848,-78.91027,   Roxboro Rd at Infinity Rd,Far_Side,Roxboro,27000.0,9.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9B,0.0,, ,Traffic_Only, ,,Good, , ,0.0,,Pole,No,0.0,,,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is visible on a metal post in the grass next to a utility pole. There is no sidewalk or paved landing pad at this location.,Roxboro Rd at Infinity Rd,8.6,34.5,43.1,,3,0,0,4,2,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornwallis Rd at Jan Ct,0.1,0.2,0.2,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5841,Fayetteville St at Cornwallis Rd (SB),35.960367,-78.910426,Active,595.0,STOP10419,35.960367,-78.910426,   Fayetteville St at Cornwallis Rd (SB),Near_Side,Fayetteville,13000.0,14.0,7.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"5, 7",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,One_door,0.0,0.0,1.0,No,The bus stop is marked by a vertical 'BUS STOP' sign on a metal post next to a utility pole. A public trash can is located adjacent to the pole on the grass side of the concrete sidewalk.,Fayetteville St at Cornwallis Rd (SB),9.0,12.9,21.9,,2,0,3,0,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5843,Concord St at Otis St,35.975553,-78.902811,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,1.0,Yes,"The bus stop is located on a wide concrete sidewalk/plaza in front of the Mary M. Towne Science Building. A GoDurham bus stop sign, a trash can, and a street light are present at the stop.",Concord St at Otis St,1.1,1.4,2.6,,1,0,3,0,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5845,Hillandale Rd at Carver St (Durham Public Schools),36.035777,-78.935801,Active,772.0,STOP10420,36.035777,-78.935801,   Hillandale Rd at Carver St (Durham Public Schools),Midblock,Hillandale,26000.0,1.0,1.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,1,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Good, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,Yes,"The bus stop sign is located in the grass strip between the sidewalk and the curb, next to a utility pole with a street light.",Hillandale Rd at Carver St (Durham Publi,1.1,0.8,1.9,,1,0,0,2,2,2,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5846,Chapel Hill Rd at Vineyard St,35.97798,-78.93575,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel Hill Rd at Vineyard St,1.7,6.4,8.0,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
5848,Flowers Dr at Duke Gardens (SB),36.001158,-78.936439,Active,620.0,STOP10896,36.0011576,-78.93643879,   Flowers Dr at Duke Gardens (SB),Midblock,Flowers,0.0,4.0,42.0,Traffic_Lane,No,Durham,Rolled_Curb,Yes, ,No, , ,GoDurham, ,"6, 20",0.0,, ,, ,,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Dirt,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Flowers Dr at Duke Gardens (SB),33.0,5.9,39.0,,3,0,0,2,0,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5849,Dearborn Dr at Ruth St,36.03712,-78.871228,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dearborn Dr at Ruth St,0.0,0.0,0.0,,0,0,0,0,0,0,0,Low,Monthly,Basic,,Needs current A/B/C category
5850,Glenbrook Dr at Dubonnet Pl (SB),36.026087,-78.876979,Active,656.0,STOP10841,36.02608742,-78.87697914,   Glenbrook Dr at Dubonnet Pl (SB),Midblock,Glenbrook,0.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,9 9A 9B,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,One,Both,,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,Yes,"The bus stop is identified by a metal sign post located next to the sidewalk. There is a grass strip between the sidewalk and the curb, meaning passengers must step onto the grass to board.",Glenbrook Dr at Dubonnet Pl (SB),5.5,1.2,6.7,,1,0,0,3,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
5851,Lawson St at Ridgeway Ave,35.973947,-78.887482,Active,973.0,STOP10422,35.973947,-78.887482,   Lawson St at Ridgeway Ave,Near_Side,Lawson,8600.0,4.0,26.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,8,1.0,Current,Grey,Traffic_Ped_Crossing, ,Yes_Single_Door,Good,Grey, ,0.0, ,Pole,No,2.0,Bench_Permanent,,Metal,Excellent,Excellent,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Poor,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,2.0,Yes,"The bus stop features a shelter with an integrated bench, a large concrete boarding pad connected to the sidewalk, two trash cans, and a bus stop sign on a post with a solar light.",Lawson St at Ridgeway Ave,15.9,2.2,18.1,,2,0,7,0,0,0,9,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5854,Fayetteville Rd at Dunhill Dr (Triangle Family Practice),35.916311,-78.931996,Active,560.0,STOP10423,35.91631066,-78.93199635,   Fayetteville Rd at Dunhill Dr (SB),Near_Side,Fayetteville,22000.0,9.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,Yes, , , , ,"5, 805",0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,Fayetteville Rd at Dunhill Dr (Triangle,5.3,13.6,18.8,,2,0,0,1,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
5857,Riddle Rd at Triangle Day Care (NB),35.951285,-78.899749,Active,1392.0,STOP10424,35.951285,-78.899749,   Riddle Rd at Triangle Day Care (NB),Near_Side,Riddle,10500.0,1.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,,Good, , ,0.0,,,No,0.0,,,Concrete,Good,Good,Within_Sight,Marked,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,1.0,No,"The bus stop is marked by a sign on a metal post with a concrete trash can next to it. The boarding area is on a grass shoulder, separated from a paved multi-use path by a grass strip.",Riddle Rd at Triangle Day Care (NB),5.2,1.2,6.4,,1,0,3,3,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
5858,Chapel Hill Rd at Wa Wa Ave,35.979646,-78.934904,Active,222.0,STOP10425,35.979646,-78.934904,   Chapel Hill Rd at Wa Wa Ave,Near_Side,Chapel Hill Rd,9900.0,1.0,1.0,Other,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"10, 10B",0.0,, ,, ,,Poor, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,Chapel Hill Rd at Wa Wa Ave,1.9,1.7,3.6,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
